beach_name,collection_date,site_name,e_coli,Date,is_outlier
Sunnyside Beach,2021-07-27,21,30,2021-07-27,Normal
Sunnyside Beach,2021-07-27,22,20,2021-07-27,Normal
Marie Curtis Park East Beach,2021-07-26,29,50,2021-07-26,Normal
Marie Curtis Park East Beach,2021-07-26,33,30,2021-07-26,Normal
Marie Curtis Park East Beach,2021-07-26,32,60,2021-07-26,Normal
Marie Curtis Park East Beach,2021-07-26,31,50,2021-07-26,Normal
Marie Curtis Park East Beach,2021-07-26,30,60,2021-07-26,Normal
Sunnyside Beach,2021-07-26,17,70,2021-07-26,Normal
Sunnyside Beach,2021-07-26,18,60,2021-07-26,Normal
Sunnyside Beach,2021-07-26,19,50,2021-07-26,Normal
Sunnyside Beach,2021-07-26,20,20,2021-07-26,Normal
Sunnyside Beach,2021-07-26,21,40,2021-07-26,Normal
Sunnyside Beach,2021-07-26,22,70,2021-07-26,Normal
Sunnyside Beach,2021-07-25,17,320,2021-07-25,Normal
Sunnyside Beach,2021-07-25,18,200,2021-07-25,Normal
Sunnyside Beach,2021-07-25,19,270,2021-07-25,Normal
Sunnyside Beach,2021-07-25,20,40,2021-07-25,Normal
Sunnyside Beach,2021-07-25,21,220,2021-07-25,Normal
Sunnyside Beach,2021-07-25,22,550,2021-07-25,Normal
Marie Curtis Park East Beach,2021-07-24,29,50,2021-07-24,Normal
Marie Curtis Park East Beach,2021-07-24,33,30,2021-07-24,Normal
Marie Curtis Park East Beach,2021-07-24,32,60,2021-07-24,Normal
Marie Curtis Park East Beach,2021-07-24,31,10,2021-07-24,Normal
Marie Curtis Park East Beach,2021-07-24,30,10,2021-07-24,Normal
Sunnyside Beach,2021-07-24,17,30,2021-07-24,Normal
Sunnyside Beach,2021-07-24,18,110,2021-07-24,Normal
Sunnyside Beach,2021-07-24,19,30,2021-07-24,Normal
Sunnyside Beach,2021-07-24,20,10,2021-07-24,Normal
Sunnyside Beach,2021-07-24,21,10,2021-07-24,Normal
Sunnyside Beach,2021-07-24,22,100,2021-07-24,Normal
Marie Curtis Park East Beach,2021-07-23,29,10,2021-07-23,Normal
Marie Curtis Park East Beach,2021-07-23,33,20,2021-07-23,Normal
Marie Curtis Park East Beach,2021-07-23,32,10,2021-07-23,Normal
Marie Curtis Park East Beach,2021-07-23,31,10,2021-07-23,Normal
Marie Curtis Park East Beach,2021-07-23,30,20,2021-07-23,Normal
Sunnyside Beach,2021-07-23,17,20,2021-07-23,Normal
Sunnyside Beach,2021-07-23,18,50,2021-07-23,Normal
Sunnyside Beach,2021-07-23,19,30,2021-07-23,Normal
Sunnyside Beach,2021-07-23,20,20,2021-07-23,Normal
Sunnyside Beach,2021-07-23,21,50,2021-07-23,Normal
Sunnyside Beach,2021-07-23,22,50,2021-07-23,Normal
Marie Curtis Park East Beach,2021-07-22,29,50,2021-07-22,Normal
Marie Curtis Park East Beach,2021-07-22,33,40,2021-07-22,Normal
Marie Curtis Park East Beach,2021-07-22,32,40,2021-07-22,Normal
Marie Curtis Park East Beach,2021-07-22,31,30,2021-07-22,Normal
Marie Curtis Park East Beach,2021-07-22,30,40,2021-07-22,Normal
Sunnyside Beach,2021-07-22,17,200,2021-07-22,Normal
Sunnyside Beach,2021-07-22,18,140,2021-07-22,Normal
Sunnyside Beach,2021-07-22,19,80,2021-07-22,Normal
Sunnyside Beach,2021-07-22,20,40,2021-07-22,Normal
Sunnyside Beach,2021-07-22,21,20,2021-07-22,Normal
Sunnyside Beach,2021-07-22,22,70,2021-07-22,Normal
Marie Curtis Park East Beach,2021-07-21,29,70,2021-07-21,Normal
Marie Curtis Park East Beach,2021-07-21,33,30,2021-07-21,Normal
Marie Curtis Park East Beach,2021-07-21,32,60,2021-07-21,Normal
Marie Curtis Park East Beach,2021-07-21,31,50,2021-07-21,Normal
Marie Curtis Park East Beach,2021-07-21,30,60,2021-07-21,Normal
Sunnyside Beach,2021-07-21,17,240,2021-07-21,Normal
Sunnyside Beach,2021-07-21,18,220,2021-07-21,Normal
Sunnyside Beach,2021-07-21,19,70,2021-07-21,Normal
Sunnyside Beach,2021-07-21,20,20,2021-07-21,Normal
Sunnyside Beach,2021-07-21,21,10,2021-07-21,Normal
Sunnyside Beach,2021-07-21,22,70,2021-07-21,Normal
Marie Curtis Park East Beach,2021-07-20,29,20,2021-07-20,Normal
Marie Curtis Park East Beach,2021-07-20,33,60,2021-07-20,Normal
Marie Curtis Park East Beach,2021-07-20,32,90,2021-07-20,Normal
Marie Curtis Park East Beach,2021-07-20,31,60,2021-07-20,Normal
Marie Curtis Park East Beach,2021-07-20,30,90,2021-07-20,Normal
Sunnyside Beach,2021-07-20,17,50,2021-07-20,Normal
Sunnyside Beach,2021-07-20,18,80,2021-07-20,Normal
Sunnyside Beach,2021-07-20,19,30,2021-07-20,Normal
Sunnyside Beach,2021-07-20,20,10,2021-07-20,Normal
Sunnyside Beach,2021-07-20,21,20,2021-07-20,Normal
Sunnyside Beach,2021-07-20,22,30,2021-07-20,Normal
Marie Curtis Park East Beach,2021-07-19,29,160,2021-07-19,Normal
Marie Curtis Park East Beach,2021-07-19,33,140,2021-07-19,Normal
Marie Curtis Park East Beach,2021-07-19,32,90,2021-07-19,Normal
Marie Curtis Park East Beach,2021-07-19,31,120,2021-07-19,Normal
Marie Curtis Park East Beach,2021-07-19,30,20,2021-07-19,Normal
Sunnyside Beach,2021-07-19,17,180,2021-07-19,Normal
Sunnyside Beach,2021-07-19,18,40,2021-07-19,Normal
Sunnyside Beach,2021-07-19,19,50,2021-07-19,Normal
Sunnyside Beach,2021-07-19,20,40,2021-07-19,Normal
Sunnyside Beach,2021-07-19,21,10,2021-07-19,Normal
Sunnyside Beach,2021-07-19,22,10,2021-07-19,Normal
Marie Curtis Park East Beach,2021-07-18,29,280,2021-07-18,Normal
Marie Curtis Park East Beach,2021-07-18,33,320,2021-07-18,Normal
Marie Curtis Park East Beach,2021-07-18,32,280,2021-07-18,Normal
Marie Curtis Park East Beach,2021-07-18,31,380,2021-07-18,Normal
Marie Curtis Park East Beach,2021-07-18,30,220,2021-07-18,Normal
Sunnyside Beach,2021-07-18,17,60,2021-07-18,Normal
Sunnyside Beach,2021-07-18,18,70,2021-07-18,Normal
Sunnyside Beach,2021-07-18,19,70,2021-07-18,Normal
Sunnyside Beach,2021-07-18,20,10,2021-07-18,Normal
Sunnyside Beach,2021-07-18,21,10,2021-07-18,Normal
Sunnyside Beach,2021-07-18,22,10,2021-07-18,Normal
Marie Curtis Park East Beach,2021-07-17,29,550,2021-07-17,Normal
Marie Curtis Park East Beach,2021-07-17,33,870,2021-07-17,Normal
Marie Curtis Park East Beach,2021-07-17,32,770,2021-07-17,Normal
Marie Curtis Park East Beach,2021-07-17,31,820,2021-07-17,Normal
Marie Curtis Park East Beach,2021-07-17,30,700,2021-07-17,Normal
Sunnyside Beach,2021-07-17,17,70,2021-07-17,Normal
Sunnyside Beach,2021-07-17,18,50,2021-07-17,Normal
Sunnyside Beach,2021-07-17,19,30,2021-07-17,Normal
Sunnyside Beach,2021-07-17,20,20,2021-07-17,Normal
Sunnyside Beach,2021-07-17,21,40,2021-07-17,Normal
Sunnyside Beach,2021-07-17,22,30,2021-07-17,Normal
Marie Curtis Park East Beach,2021-07-16,29,110,2021-07-16,Normal
Marie Curtis Park East Beach,2021-07-16,33,50,2021-07-16,Normal
Marie Curtis Park East Beach,2021-07-16,32,70,2021-07-16,Normal
Marie Curtis Park East Beach,2021-07-16,31,140,2021-07-16,Normal
Marie Curtis Park East Beach,2021-07-16,30,80,2021-07-16,Normal
Sunnyside Beach,2021-07-16,17,100,2021-07-16,Normal
Sunnyside Beach,2021-07-16,18,210,2021-07-16,Normal
Sunnyside Beach,2021-07-16,19,270,2021-07-16,Normal
Sunnyside Beach,2021-07-16,20,210,2021-07-16,Normal
Sunnyside Beach,2021-07-16,21,210,2021-07-16,Normal
Sunnyside Beach,2021-07-16,22,140,2021-07-16,Normal
Marie Curtis Park East Beach,2021-07-15,29,100,2021-07-15,Normal
Marie Curtis Park East Beach,2021-07-15,33,70,2021-07-15,Normal
Marie Curtis Park East Beach,2021-07-15,32,60,2021-07-15,Normal
Marie Curtis Park East Beach,2021-07-15,31,160,2021-07-15,Normal
Marie Curtis Park East Beach,2021-07-15,30,30,2021-07-15,Normal
Sunnyside Beach,2021-07-15,17,90,2021-07-15,Normal
Sunnyside Beach,2021-07-15,18,90,2021-07-15,Normal
Sunnyside Beach,2021-07-15,19,110,2021-07-15,Normal
Sunnyside Beach,2021-07-15,20,40,2021-07-15,Normal
Sunnyside Beach,2021-07-15,21,50,2021-07-15,Normal
Sunnyside Beach,2021-07-15,22,60,2021-07-15,Normal
Marie Curtis Park East Beach,2021-07-14,29,280,2021-07-14,Normal
Marie Curtis Park East Beach,2021-07-14,33,610,2021-07-14,Normal
Marie Curtis Park East Beach,2021-07-14,32,720,2021-07-14,Normal
Marie Curtis Park East Beach,2021-07-14,31,1000,2021-07-14,Normal
Marie Curtis Park East Beach,2021-07-14,30,1000,2021-07-14,Normal
Sunnyside Beach,2021-07-14,17,680,2021-07-14,Normal
Sunnyside Beach,2021-07-14,18,360,2021-07-14,Normal
Sunnyside Beach,2021-07-14,19,260,2021-07-14,Normal
Sunnyside Beach,2021-07-14,20,140,2021-07-14,Normal
Sunnyside Beach,2021-07-14,21,200,2021-07-14,Normal
Sunnyside Beach,2021-07-14,22,300,2021-07-14,Normal
Marie Curtis Park East Beach,2021-07-13,29,460,2021-07-13,Normal
Marie Curtis Park East Beach,2021-07-13,33,370,2021-07-13,Normal
Marie Curtis Park East Beach,2021-07-13,32,490,2021-07-13,Normal
Marie Curtis Park East Beach,2021-07-13,31,550,2021-07-13,Normal
Marie Curtis Park East Beach,2021-07-13,30,460,2021-07-13,Normal
Sunnyside Beach,2021-07-13,17,30,2021-07-13,Normal
Sunnyside Beach,2021-07-13,18,40,2021-07-13,Normal
Sunnyside Beach,2021-07-13,19,30,2021-07-13,Normal
Sunnyside Beach,2021-07-13,20,40,2021-07-13,Normal
Sunnyside Beach,2021-07-13,21,50,2021-07-13,Normal
Sunnyside Beach,2021-07-13,22,70,2021-07-13,Normal
Sunnyside Beach,2021-07-12,17,40,2021-07-12,Normal
Sunnyside Beach,2021-07-12,18,30,2021-07-12,Normal
Sunnyside Beach,2021-07-12,19,30,2021-07-12,Normal
Sunnyside Beach,2021-07-12,20,40,2021-07-12,Normal
Sunnyside Beach,2021-07-12,21,10,2021-07-12,Normal
Sunnyside Beach,2021-07-12,22,10,2021-07-12,Normal
Marie Curtis Park East Beach,2021-07-11,29,20,2021-07-11,Normal
Marie Curtis Park East Beach,2021-07-11,33,50,2021-07-11,Normal
Marie Curtis Park East Beach,2021-07-11,32,120,2021-07-11,Normal
Marie Curtis Park East Beach,2021-07-11,31,10,2021-07-11,Normal
Marie Curtis Park East Beach,2021-07-11,30,50,2021-07-11,Normal
Sunnyside Beach,2021-07-11,17,20,2021-07-11,Normal
Sunnyside Beach,2021-07-11,18,60,2021-07-11,Normal
Sunnyside Beach,2021-07-11,19,170,2021-07-11,Normal
Sunnyside Beach,2021-07-11,20,30,2021-07-11,Normal
Sunnyside Beach,2021-07-11,21,40,2021-07-11,Normal
Sunnyside Beach,2021-07-11,22,10,2021-07-11,Normal
Marie Curtis Park East Beach,2021-07-10,29,260,2021-07-10,Normal
Marie Curtis Park East Beach,2021-07-10,33,100,2021-07-10,Normal
Marie Curtis Park East Beach,2021-07-10,32,90,2021-07-10,Normal
Marie Curtis Park East Beach,2021-07-10,31,90,2021-07-10,Normal
Marie Curtis Park East Beach,2021-07-10,30,160,2021-07-10,Normal
Sunnyside Beach,2021-07-10,17,20,2021-07-10,Normal
Sunnyside Beach,2021-07-10,18,110,2021-07-10,Normal
Sunnyside Beach,2021-07-10,19,120,2021-07-10,Normal
Sunnyside Beach,2021-07-10,20,40,2021-07-10,Normal
Sunnyside Beach,2021-07-10,21,50,2021-07-10,Normal
Sunnyside Beach,2021-07-10,22,90,2021-07-10,Normal
Marie Curtis Park East Beach,2021-07-09,29,510,2021-07-09,Normal
Marie Curtis Park East Beach,2021-07-09,33,340,2021-07-09,Normal
Marie Curtis Park East Beach,2021-07-09,32,320,2021-07-09,Normal
Marie Curtis Park East Beach,2021-07-09,31,360,2021-07-09,Normal
Marie Curtis Park East Beach,2021-07-09,30,490,2021-07-09,Normal
Sunnyside Beach,2021-07-09,17,1000,2021-07-09,Normal
Sunnyside Beach,2021-07-09,18,400,2021-07-09,Normal
Sunnyside Beach,2021-07-09,19,440,2021-07-09,Normal
Sunnyside Beach,2021-07-09,20,230,2021-07-09,Normal
Sunnyside Beach,2021-07-09,21,260,2021-07-09,Normal
Sunnyside Beach,2021-07-09,22,50,2021-07-09,Normal
Sunnyside Beach,2021-07-08,17,30,2021-07-08,Normal
Sunnyside Beach,2021-07-08,18,250,2021-07-08,Normal
Sunnyside Beach,2021-07-08,19,170,2021-07-08,Normal
Sunnyside Beach,2021-07-08,20,10,2021-07-08,Normal
Sunnyside Beach,2021-07-08,21,50,2021-07-08,Normal
Sunnyside Beach,2021-07-08,22,10,2021-07-08,Normal
Marie Curtis Park East Beach,2021-07-07,29,80,2021-07-07,Normal
Marie Curtis Park East Beach,2021-07-07,33,10,2021-07-07,Normal
Marie Curtis Park East Beach,2021-07-07,32,70,2021-07-07,Normal
Marie Curtis Park East Beach,2021-07-07,31,40,2021-07-07,Normal
Marie Curtis Park East Beach,2021-07-07,30,80,2021-07-07,Normal
Sunnyside Beach,2021-07-07,17,110,2021-07-07,Normal
Sunnyside Beach,2021-07-07,18,40,2021-07-07,Normal
Sunnyside Beach,2021-07-07,19,150,2021-07-07,Normal
Sunnyside Beach,2021-07-07,20,80,2021-07-07,Normal
Sunnyside Beach,2021-07-07,21,40,2021-07-07,Normal
Sunnyside Beach,2021-07-07,22,140,2021-07-07,Normal
Marie Curtis Park East Beach,2021-07-06,29,110,2021-07-06,Normal
Marie Curtis Park East Beach,2021-07-06,33,30,2021-07-06,Normal
Marie Curtis Park East Beach,2021-07-06,32,40,2021-07-06,Normal
Marie Curtis Park East Beach,2021-07-06,31,30,2021-07-06,Normal
Marie Curtis Park East Beach,2021-07-06,30,50,2021-07-06,Normal
Sunnyside Beach,2021-07-06,17,170,2021-07-06,Normal
Sunnyside Beach,2021-07-06,18,230,2021-07-06,Normal
Sunnyside Beach,2021-07-06,19,310,2021-07-06,Normal
Sunnyside Beach,2021-07-06,20,150,2021-07-06,Normal
Sunnyside Beach,2021-07-06,21,210,2021-07-06,Normal
Sunnyside Beach,2021-07-06,22,190,2021-07-06,Normal
Marie Curtis Park East Beach,2021-07-05,29,110,2021-07-05,Normal
Marie Curtis Park East Beach,2021-07-05,33,40,2021-07-05,Normal
Marie Curtis Park East Beach,2021-07-05,32,60,2021-07-05,Normal
Marie Curtis Park East Beach,2021-07-05,31,80,2021-07-05,Normal
Marie Curtis Park East Beach,2021-07-05,30,90,2021-07-05,Normal
Sunnyside Beach,2021-07-05,17,530,2021-07-05,Normal
Sunnyside Beach,2021-07-05,18,150,2021-07-05,Normal
Sunnyside Beach,2021-07-05,19,60,2021-07-05,Normal
Sunnyside Beach,2021-07-05,20,100,2021-07-05,Normal
Sunnyside Beach,2021-07-05,21,170,2021-07-05,Normal
Sunnyside Beach,2021-07-05,22,310,2021-07-05,Normal
Marie Curtis Park East Beach,2021-07-04,29,110,2021-07-04,Normal
Marie Curtis Park East Beach,2021-07-04,33,90,2021-07-04,Normal
Marie Curtis Park East Beach,2021-07-04,32,70,2021-07-04,Normal
Marie Curtis Park East Beach,2021-07-04,31,110,2021-07-04,Normal
Marie Curtis Park East Beach,2021-07-04,30,120,2021-07-04,Normal
Sunnyside Beach,2021-07-04,17,20,2021-07-04,Normal
Sunnyside Beach,2021-07-04,18,30,2021-07-04,Normal
Sunnyside Beach,2021-07-04,19,20,2021-07-04,Normal
Sunnyside Beach,2021-07-04,20,140,2021-07-04,Normal
Sunnyside Beach,2021-07-04,21,200,2021-07-04,Normal
Sunnyside Beach,2021-07-04,22,260,2021-07-04,Normal
Marie Curtis Park East Beach,2021-07-03,29,270,2021-07-03,Normal
Marie Curtis Park East Beach,2021-07-03,33,280,2021-07-03,Normal
Marie Curtis Park East Beach,2021-07-03,32,410,2021-07-03,Normal
Marie Curtis Park East Beach,2021-07-03,31,350,2021-07-03,Normal
Marie Curtis Park East Beach,2021-07-03,30,410,2021-07-03,Normal
Sunnyside Beach,2021-07-03,17,310,2021-07-03,Normal
Sunnyside Beach,2021-07-03,18,520,2021-07-03,Normal
Sunnyside Beach,2021-07-03,19,420,2021-07-03,Normal
Sunnyside Beach,2021-07-03,20,260,2021-07-03,Normal
Sunnyside Beach,2021-07-03,21,410,2021-07-03,Normal
Sunnyside Beach,2021-07-03,22,170,2021-07-03,Normal
Marie Curtis Park East Beach,2021-07-02,29,20,2021-07-02,Normal
Marie Curtis Park East Beach,2021-07-02,33,70,2021-07-02,Normal
Marie Curtis Park East Beach,2021-07-02,32,10,2021-07-02,Normal
Marie Curtis Park East Beach,2021-07-02,31,30,2021-07-02,Normal
Marie Curtis Park East Beach,2021-07-02,30,40,2021-07-02,Normal
Sunnyside Beach,2021-07-02,17,400,2021-07-02,Normal
Sunnyside Beach,2021-07-02,18,230,2021-07-02,Normal
Sunnyside Beach,2021-07-02,19,280,2021-07-02,Normal
Sunnyside Beach,2021-07-02,20,140,2021-07-02,Normal
Sunnyside Beach,2021-07-02,21,40,2021-07-02,Normal
Sunnyside Beach,2021-07-02,22,190,2021-07-02,Normal
Marie Curtis Park East Beach,2021-07-01,29,10,2021-07-01,Normal
Marie Curtis Park East Beach,2021-07-01,33,10,2021-07-01,Normal
Marie Curtis Park East Beach,2021-07-01,32,30,2021-07-01,Normal
Marie Curtis Park East Beach,2021-07-01,31,10,2021-07-01,Normal
Marie Curtis Park East Beach,2021-07-01,30,60,2021-07-01,Normal
Sunnyside Beach,2021-07-01,17,220,2021-07-01,Normal
Sunnyside Beach,2021-07-01,18,140,2021-07-01,Normal
Sunnyside Beach,2021-07-01,19,240,2021-07-01,Normal
Sunnyside Beach,2021-07-01,20,430,2021-07-01,Normal
Sunnyside Beach,2021-07-01,21,350,2021-07-01,Normal
Sunnyside Beach,2021-07-01,22,130,2021-07-01,Normal
Marie Curtis Park East Beach,2021-06-30,29,1000,2021-06-30,Normal
Marie Curtis Park East Beach,2021-06-30,33,1000,2021-06-30,Normal
Marie Curtis Park East Beach,2021-06-30,32,1000,2021-06-30,Normal
Marie Curtis Park East Beach,2021-06-30,31,1000,2021-06-30,Normal
Marie Curtis Park East Beach,2021-06-30,30,1000,2021-06-30,Normal
Sunnyside Beach,2021-06-30,22,1000,2021-06-30,Normal
Sunnyside Beach,2021-06-30,17,1000,2021-06-30,Normal
Sunnyside Beach,2021-06-30,18,1000,2021-06-30,Normal
Sunnyside Beach,2021-06-30,19,1000,2021-06-30,Normal
Sunnyside Beach,2021-06-30,20,1000,2021-06-30,Normal
Sunnyside Beach,2021-06-30,21,1000,2021-06-30,Normal
Sunnyside Beach,2021-06-29,22,130,2021-06-29,Normal
Sunnyside Beach,2021-06-29,17,300,2021-06-29,Normal
Sunnyside Beach,2021-06-29,18,490,2021-06-29,Normal
Sunnyside Beach,2021-06-29,19,1000,2021-06-29,Normal
Sunnyside Beach,2021-06-29,20,20,2021-06-29,Normal
Sunnyside Beach,2021-06-29,21,20,2021-06-29,Normal
Marie Curtis Park East Beach,2021-06-28,29,110,2021-06-28,Normal
Marie Curtis Park East Beach,2021-06-28,33,150,2021-06-28,Normal
Marie Curtis Park East Beach,2021-06-28,32,70,2021-06-28,Normal
Marie Curtis Park East Beach,2021-06-28,31,80,2021-06-28,Normal
Marie Curtis Park East Beach,2021-06-28,30,150,2021-06-28,Normal
Sunnyside Beach,2021-06-28,22,50,2021-06-28,Normal
Sunnyside Beach,2021-06-28,17,80,2021-06-28,Normal
Sunnyside Beach,2021-06-28,18,60,2021-06-28,Normal
Sunnyside Beach,2021-06-28,19,20,2021-06-28,Normal
Sunnyside Beach,2021-06-28,20,60,2021-06-28,Normal
Sunnyside Beach,2021-06-28,21,40,2021-06-28,Normal
Marie Curtis Park East Beach,2021-06-27,29,270,2021-06-27,Normal
Marie Curtis Park East Beach,2021-06-27,33,190,2021-06-27,Normal
Marie Curtis Park East Beach,2021-06-27,32,230,2021-06-27,Normal
Marie Curtis Park East Beach,2021-06-27,31,220,2021-06-27,Normal
Marie Curtis Park East Beach,2021-06-27,30,390,2021-06-27,Normal
Sunnyside Beach,2021-06-27,17,150,2021-06-27,Normal
Sunnyside Beach,2021-06-27,18,230,2021-06-27,Normal
Sunnyside Beach,2021-06-27,19,170,2021-06-27,Normal
Sunnyside Beach,2021-06-27,20,270,2021-06-27,Normal
Sunnyside Beach,2021-06-27,21,190,2021-06-27,Normal
Sunnyside Beach,2021-06-27,22,320,2021-06-27,Normal
Sunnyside Beach,2021-06-26,17,10,2021-06-26,Normal
Sunnyside Beach,2021-06-26,18,400,2021-06-26,Normal
Sunnyside Beach,2021-06-26,19,1050,2021-06-26,Normal
Sunnyside Beach,2021-06-26,20,410,2021-06-26,Normal
Sunnyside Beach,2021-06-26,21,410,2021-06-26,Normal
Sunnyside Beach,2021-06-26,22,990,2021-06-26,Normal
Marie Curtis Park East Beach,2021-06-25,29,150,2021-06-25,Normal
Marie Curtis Park East Beach,2021-06-25,33,230,2021-06-25,Normal
Marie Curtis Park East Beach,2021-06-25,32,250,2021-06-25,Normal
Marie Curtis Park East Beach,2021-06-25,31,220,2021-06-25,Normal
Marie Curtis Park East Beach,2021-06-25,30,290,2021-06-25,Normal
Sunnyside Beach,2021-06-25,17,40,2021-06-25,Normal
Sunnyside Beach,2021-06-25,18,30,2021-06-25,Normal
Sunnyside Beach,2021-06-25,19,10,2021-06-25,Normal
Sunnyside Beach,2021-06-25,20,10,2021-06-25,Normal
Sunnyside Beach,2021-06-25,21,10,2021-06-25,Normal
Sunnyside Beach,2021-06-25,22,20,2021-06-25,Normal
Marie Curtis Park East Beach,2021-06-24,29,310,2021-06-24,Normal
Marie Curtis Park East Beach,2021-06-24,33,100,2021-06-24,Normal
Marie Curtis Park East Beach,2021-06-24,32,140,2021-06-24,Normal
Marie Curtis Park East Beach,2021-06-24,31,200,2021-06-24,Normal
Marie Curtis Park East Beach,2021-06-24,30,380,2021-06-24,Normal
Sunnyside Beach,2021-06-24,17,240,2021-06-24,Normal
Sunnyside Beach,2021-06-24,18,10,2021-06-24,Normal
Sunnyside Beach,2021-06-24,19,140,2021-06-24,Normal
Sunnyside Beach,2021-06-24,20,10,2021-06-24,Normal
Sunnyside Beach,2021-06-24,21,10,2021-06-24,Normal
Sunnyside Beach,2021-06-24,22,30,2021-06-24,Normal
Marie Curtis Park East Beach,2021-06-23,29,60,2021-06-23,Normal
Marie Curtis Park East Beach,2021-06-23,33,20,2021-06-23,Normal
Marie Curtis Park East Beach,2021-06-23,32,10,2021-06-23,Normal
Marie Curtis Park East Beach,2021-06-23,31,20,2021-06-23,Normal
Marie Curtis Park East Beach,2021-06-23,30,20,2021-06-23,Normal
Sunnyside Beach,2021-06-23,17,10,2021-06-23,Normal
Sunnyside Beach,2021-06-23,18,10,2021-06-23,Normal
Sunnyside Beach,2021-06-23,19,10,2021-06-23,Normal
Sunnyside Beach,2021-06-23,20,20,2021-06-23,Normal
Sunnyside Beach,2021-06-23,21,10,2021-06-23,Normal
Sunnyside Beach,2021-06-23,22,10,2021-06-23,Normal
Marie Curtis Park East Beach,2021-06-22,29,20,2021-06-22,Normal
Marie Curtis Park East Beach,2021-06-22,33,30,2021-06-22,Normal
Marie Curtis Park East Beach,2021-06-22,32,30,2021-06-22,Normal
Marie Curtis Park East Beach,2021-06-22,31,10,2021-06-22,Normal
Marie Curtis Park East Beach,2021-06-22,30,50,2021-06-22,Normal
Sunnyside Beach,2021-06-22,17,20,2021-06-22,Normal
Sunnyside Beach,2021-06-22,18,20,2021-06-22,Normal
Sunnyside Beach,2021-06-22,19,30,2021-06-22,Normal
Sunnyside Beach,2021-06-22,20,10,2021-06-22,Normal
Sunnyside Beach,2021-06-22,21,30,2021-06-22,Normal
Sunnyside Beach,2021-06-22,22,10,2021-06-22,Normal
Marie Curtis Park East Beach,2021-06-21,29,760,2021-06-21,Normal
Marie Curtis Park East Beach,2021-06-21,33,600,2021-06-21,Normal
Marie Curtis Park East Beach,2021-06-21,32,630,2021-06-21,Normal
Marie Curtis Park East Beach,2021-06-21,31,820,2021-06-21,Normal
Marie Curtis Park East Beach,2021-06-21,30,730,2021-06-21,Normal
Sunnyside Beach,2021-06-21,17,20,2021-06-21,Normal
Sunnyside Beach,2021-06-21,18,130,2021-06-21,Normal
Sunnyside Beach,2021-06-21,19,220,2021-06-21,Normal
Sunnyside Beach,2021-06-21,20,20,2021-06-21,Normal
Sunnyside Beach,2021-06-21,21,10,2021-06-21,Normal
Sunnyside Beach,2021-06-21,22,10,2021-06-21,Normal
Marie Curtis Park East Beach,2021-06-20,29,240,2021-06-20,Normal
Marie Curtis Park East Beach,2021-06-20,33,210,2021-06-20,Normal
Marie Curtis Park East Beach,2021-06-20,32,330,2021-06-20,Normal
Marie Curtis Park East Beach,2021-06-20,31,210,2021-06-20,Normal
Marie Curtis Park East Beach,2021-06-20,30,200,2021-06-20,Normal
Sunnyside Beach,2021-06-20,17,130,2021-06-20,Normal
Sunnyside Beach,2021-06-20,18,100,2021-06-20,Normal
Sunnyside Beach,2021-06-20,19,120,2021-06-20,Normal
Sunnyside Beach,2021-06-20,20,120,2021-06-20,Normal
Sunnyside Beach,2021-06-20,21,100,2021-06-20,Normal
Sunnyside Beach,2021-06-20,22,30,2021-06-20,Normal
Marie Curtis Park East Beach,2021-06-19,29,200,2021-06-19,Normal
Marie Curtis Park East Beach,2021-06-19,33,40,2021-06-19,Normal
Marie Curtis Park East Beach,2021-06-19,32,50,2021-06-19,Normal
Marie Curtis Park East Beach,2021-06-19,31,30,2021-06-19,Normal
Marie Curtis Park East Beach,2021-06-19,30,40,2021-06-19,Normal
Sunnyside Beach,2021-06-19,17,60,2021-06-19,Normal
Sunnyside Beach,2021-06-19,18,90,2021-06-19,Normal
Sunnyside Beach,2021-06-19,19,10,2021-06-19,Normal
Sunnyside Beach,2021-06-19,20,30,2021-06-19,Normal
Sunnyside Beach,2021-06-19,21,60,2021-06-19,Normal
Sunnyside Beach,2021-06-19,22,20,2021-06-19,Normal
Marie Curtis Park East Beach,2021-06-18,29,140,2021-06-18,Normal
Marie Curtis Park East Beach,2021-06-18,33,60,2021-06-18,Normal
Marie Curtis Park East Beach,2021-06-18,32,160,2021-06-18,Normal
Marie Curtis Park East Beach,2021-06-18,31,160,2021-06-18,Normal
Marie Curtis Park East Beach,2021-06-18,30,100,2021-06-18,Normal
Sunnyside Beach,2021-06-18,17,10,2021-06-18,Normal
Sunnyside Beach,2021-06-18,18,40,2021-06-18,Normal
Sunnyside Beach,2021-06-18,19,100,2021-06-18,Normal
Sunnyside Beach,2021-06-18,20,10,2021-06-18,Normal
Sunnyside Beach,2021-06-18,21,20,2021-06-18,Normal
Sunnyside Beach,2021-06-18,22,20,2021-06-18,Normal
Marie Curtis Park East Beach,2021-06-17,29,10,2021-06-17,Normal
Marie Curtis Park East Beach,2021-06-17,33,20,2021-06-17,Normal
Marie Curtis Park East Beach,2021-06-17,32,10,2021-06-17,Normal
Marie Curtis Park East Beach,2021-06-17,31,10,2021-06-17,Normal
Marie Curtis Park East Beach,2021-06-17,30,10,2021-06-17,Normal
Sunnyside Beach,2021-06-17,17,50,2021-06-17,Normal
Sunnyside Beach,2021-06-17,18,40,2021-06-17,Normal
Sunnyside Beach,2021-06-17,19,10,2021-06-17,Normal
