beach_name,collection_date,site_name,e_coli,Date,is_outlier
Sunnyside Beach,2016-05-28,22,10,2016-05-28,Normal
Sunnyside Beach,2016-05-28,18,50,2016-05-28,Normal
Sunnyside Beach,2016-05-28,19,30,2016-05-28,Normal
Sunnyside Beach,2016-05-28,20,10,2016-05-28,Normal
Marie Curtis Park East Beach,2016-05-27,29,10,2016-05-27,Normal
Marie Curtis Park East Beach,2016-05-27,33,900,2016-05-27,Normal
Marie Curtis Park East Beach,2016-05-27,32,10,2016-05-27,Normal
Marie Curtis Park East Beach,2016-05-27,31,310,2016-05-27,Normal
Marie Curtis Park East Beach,2016-05-27,30,10,2016-05-27,Normal
Sunnyside Beach,2016-05-27,21,30,2016-05-27,Normal
Sunnyside Beach,2016-05-27,17,20,2016-05-27,Normal
Sunnyside Beach,2016-05-27,22,90,2016-05-27,Normal
Sunnyside Beach,2016-05-27,18,40,2016-05-27,Normal
Sunnyside Beach,2016-05-27,19,90,2016-05-27,Normal
Sunnyside Beach,2016-05-27,20,20,2016-05-27,Normal
Marie Curtis Park East Beach,2016-05-26,29,10,2016-05-26,Normal
Marie Curtis Park East Beach,2016-05-26,33,10,2016-05-26,Normal
Marie Curtis Park East Beach,2016-05-26,32,10,2016-05-26,Normal
Marie Curtis Park East Beach,2016-05-26,31,10,2016-05-26,Normal
Marie Curtis Park East Beach,2016-05-26,30,10,2016-05-26,Normal
Sunnyside Beach,2016-05-26,21,40,2016-05-26,Normal
Sunnyside Beach,2016-05-26,17,30,2016-05-26,Normal
Sunnyside Beach,2016-05-26,22,10,2016-05-26,Normal
Sunnyside Beach,2016-05-26,18,20,2016-05-26,Normal
Sunnyside Beach,2016-05-26,19,70,2016-05-26,Normal
Sunnyside Beach,2016-05-26,20,40,2016-05-26,Normal
Marie Curtis Park East Beach,2016-05-25,29,10,2016-05-25,Normal
Marie Curtis Park East Beach,2016-05-25,33,10,2016-05-25,Normal
Marie Curtis Park East Beach,2016-05-25,32,10,2016-05-25,Normal
Marie Curtis Park East Beach,2016-05-25,31,10,2016-05-25,Normal
Marie Curtis Park East Beach,2016-05-25,30,10,2016-05-25,Normal
Sunnyside Beach,2016-05-25,21,90,2016-05-25,Normal
Sunnyside Beach,2016-05-25,17,70,2016-05-25,Normal
Sunnyside Beach,2016-05-25,22,60,2016-05-25,Normal
Sunnyside Beach,2016-05-25,18,40,2016-05-25,Normal
Sunnyside Beach,2016-05-25,19,20,2016-05-25,Normal
Sunnyside Beach,2016-05-25,20,90,2016-05-25,Normal
Marie Curtis Park East Beach,2016-05-24,29,30,2016-05-24,Normal
Marie Curtis Park East Beach,2016-05-24,33,10,2016-05-24,Normal
Marie Curtis Park East Beach,2016-05-24,32,10,2016-05-24,Normal
Marie Curtis Park East Beach,2016-05-24,31,10,2016-05-24,Normal
Marie Curtis Park East Beach,2016-05-24,30,10,2016-05-24,Normal
Sunnyside Beach,2016-05-24,21,20,2016-05-24,Normal
Sunnyside Beach,2016-05-24,17,30,2016-05-24,Normal
Sunnyside Beach,2016-05-24,22,10,2016-05-24,Normal
Sunnyside Beach,2016-05-24,23,10,2016-05-24,Normal
Sunnyside Beach,2016-05-24,18,10,2016-05-24,Normal
Sunnyside Beach,2016-05-24,19,20,2016-05-24,Normal
Sunnyside Beach,2016-05-24,20,20,2016-05-24,Normal
Marie Curtis Park East Beach,2015-09-07,29,170,2015-09-07,Normal
Marie Curtis Park East Beach,2015-09-07,33,200,2015-09-07,Normal
Marie Curtis Park East Beach,2015-09-07,32,150,2015-09-07,Normal
Marie Curtis Park East Beach,2015-09-07,31,100,2015-09-07,Normal
Marie Curtis Park East Beach,2015-09-07,30,90,2015-09-07,Normal
Sunnyside Beach,2015-09-07,21,40,2015-09-07,Normal
Sunnyside Beach,2015-09-07,17,60,2015-09-07,Normal
Sunnyside Beach,2015-09-07,22,50,2015-09-07,Normal
Sunnyside Beach,2015-09-07,23,90,2015-09-07,Normal
Sunnyside Beach,2015-09-07,18,60,2015-09-07,Normal
Sunnyside Beach,2015-09-07,19,20,2015-09-07,Normal
Sunnyside Beach,2015-09-07,20,20,2015-09-07,Normal
Marie Curtis Park East Beach,2015-09-06,29,50,2015-09-06,Normal
Marie Curtis Park East Beach,2015-09-06,33,20,2015-09-06,Normal
Marie Curtis Park East Beach,2015-09-06,32,50,2015-09-06,Normal
Marie Curtis Park East Beach,2015-09-06,31,30,2015-09-06,Normal
Marie Curtis Park East Beach,2015-09-06,30,40,2015-09-06,Normal
Sunnyside Beach,2015-09-06,21,800,2015-09-06,Normal
Sunnyside Beach,2015-09-06,17,80,2015-09-06,Normal
Sunnyside Beach,2015-09-06,22,170,2015-09-06,Normal
Sunnyside Beach,2015-09-06,18,90,2015-09-06,Normal
Sunnyside Beach,2015-09-06,19,80,2015-09-06,Normal
Sunnyside Beach,2015-09-06,20,90,2015-09-06,Normal
Marie Curtis Park East Beach,2015-09-05,29,450,2015-09-05,Normal
Marie Curtis Park East Beach,2015-09-05,33,410,2015-09-05,Normal
Marie Curtis Park East Beach,2015-09-05,32,480,2015-09-05,Normal
Marie Curtis Park East Beach,2015-09-05,31,270,2015-09-05,Normal
Marie Curtis Park East Beach,2015-09-05,30,540,2015-09-05,Normal
Sunnyside Beach,2015-09-05,21,170,2015-09-05,Normal
Sunnyside Beach,2015-09-05,17,90,2015-09-05,Normal
Sunnyside Beach,2015-09-05,22,110,2015-09-05,Normal
Sunnyside Beach,2015-09-05,18,220,2015-09-05,Normal
Sunnyside Beach,2015-09-05,19,110,2015-09-05,Normal
Sunnyside Beach,2015-09-05,20,120,2015-09-05,Normal
Marie Curtis Park East Beach,2015-09-04,29,170,2015-09-04,Normal
Marie Curtis Park East Beach,2015-09-04,33,130,2015-09-04,Normal
Marie Curtis Park East Beach,2015-09-04,32,140,2015-09-04,Normal
Marie Curtis Park East Beach,2015-09-04,31,170,2015-09-04,Normal
Marie Curtis Park East Beach,2015-09-04,30,170,2015-09-04,Normal
Sunnyside Beach,2015-09-04,21,70,2015-09-04,Normal
Sunnyside Beach,2015-09-04,17,70,2015-09-04,Normal
Sunnyside Beach,2015-09-04,22,170,2015-09-04,Normal
Sunnyside Beach,2015-09-04,18,130,2015-09-04,Normal
Sunnyside Beach,2015-09-04,19,190,2015-09-04,Normal
Sunnyside Beach,2015-09-04,20,180,2015-09-04,Normal
Marie Curtis Park East Beach,2015-09-03,29,50,2015-09-03,Normal
Marie Curtis Park East Beach,2015-09-03,33,60,2015-09-03,Normal
Marie Curtis Park East Beach,2015-09-03,32,80,2015-09-03,Normal
Marie Curtis Park East Beach,2015-09-03,31,60,2015-09-03,Normal
Marie Curtis Park East Beach,2015-09-03,30,30,2015-09-03,Normal
Sunnyside Beach,2015-09-03,21,600,2015-09-03,Normal
Sunnyside Beach,2015-09-03,17,210,2015-09-03,Normal
Sunnyside Beach,2015-09-03,22,190,2015-09-03,Normal
Sunnyside Beach,2015-09-03,18,200,2015-09-03,Normal
Sunnyside Beach,2015-09-03,19,120,2015-09-03,Normal
Sunnyside Beach,2015-09-03,20,140,2015-09-03,Normal
Marie Curtis Park East Beach,2015-09-02,29,10,2015-09-02,Normal
Marie Curtis Park East Beach,2015-09-02,33,10,2015-09-02,Normal
Marie Curtis Park East Beach,2015-09-02,32,10,2015-09-02,Normal
Marie Curtis Park East Beach,2015-09-02,31,10,2015-09-02,Normal
Marie Curtis Park East Beach,2015-09-02,30,10,2015-09-02,Normal
Sunnyside Beach,2015-09-02,21,200,2015-09-02,Normal
Sunnyside Beach,2015-09-02,17,50,2015-09-02,Normal
Sunnyside Beach,2015-09-02,22,90,2015-09-02,Normal
Sunnyside Beach,2015-09-02,18,70,2015-09-02,Normal
Sunnyside Beach,2015-09-02,19,40,2015-09-02,Normal
Sunnyside Beach,2015-09-02,20,950,2015-09-02,Normal
Sunnyside Beach,2015-09-01,21,10,2015-09-01,Normal
Sunnyside Beach,2015-09-01,17,40,2015-09-01,Normal
Sunnyside Beach,2015-09-01,22,40,2015-09-01,Normal
Sunnyside Beach,2015-09-01,18,10,2015-09-01,Normal
Sunnyside Beach,2015-09-01,19,30,2015-09-01,Normal
Sunnyside Beach,2015-09-01,20,100,2015-09-01,Normal
Marie Curtis Park East Beach,2015-08-31,29,30,2015-08-31,Normal
Marie Curtis Park East Beach,2015-08-31,33,70,2015-08-31,Normal
Marie Curtis Park East Beach,2015-08-31,32,40,2015-08-31,Normal
Marie Curtis Park East Beach,2015-08-31,31,10,2015-08-31,Normal
Marie Curtis Park East Beach,2015-08-31,30,10,2015-08-31,Normal
Sunnyside Beach,2015-08-31,22,20,2015-08-31,Normal
Sunnyside Beach,2015-08-31,17,150,2015-08-31,Normal
Sunnyside Beach,2015-08-31,18,80,2015-08-31,Normal
Sunnyside Beach,2015-08-31,19,70,2015-08-31,Normal
Sunnyside Beach,2015-08-31,20,20,2015-08-31,Normal
Sunnyside Beach,2015-08-31,21,10,2015-08-31,Normal
Marie Curtis Park East Beach,2015-08-30,29,30,2015-08-30,Normal
Marie Curtis Park East Beach,2015-08-30,33,10,2015-08-30,Normal
Marie Curtis Park East Beach,2015-08-30,32,10,2015-08-30,Normal
Marie Curtis Park East Beach,2015-08-30,31,10,2015-08-30,Normal
Marie Curtis Park East Beach,2015-08-30,30,10,2015-08-30,Normal
Sunnyside Beach,2015-08-30,22,170,2015-08-30,Normal
Sunnyside Beach,2015-08-30,18,170,2015-08-30,Normal
Sunnyside Beach,2015-08-30,19,40,2015-08-30,Normal
Sunnyside Beach,2015-08-30,20,220,2015-08-30,Normal
Sunnyside Beach,2015-08-30,21,210,2015-08-30,Normal
Marie Curtis Park East Beach,2015-08-29,29,10,2015-08-29,Normal
Marie Curtis Park East Beach,2015-08-29,33,30,2015-08-29,Normal
Marie Curtis Park East Beach,2015-08-29,32,30,2015-08-29,Normal
Marie Curtis Park East Beach,2015-08-29,31,50,2015-08-29,Normal
Marie Curtis Park East Beach,2015-08-29,30,240,2015-08-29,Normal
Sunnyside Beach,2015-08-29,22,30,2015-08-29,Normal
Sunnyside Beach,2015-08-29,17,10,2015-08-29,Normal
Sunnyside Beach,2015-08-29,18,40,2015-08-29,Normal
Sunnyside Beach,2015-08-29,19,60,2015-08-29,Normal
Sunnyside Beach,2015-08-29,20,30,2015-08-29,Normal
Sunnyside Beach,2015-08-29,21,40,2015-08-29,Normal
Marie Curtis Park East Beach,2015-08-28,29,10,2015-08-28,Normal
Marie Curtis Park East Beach,2015-08-28,33,120,2015-08-28,Normal
Marie Curtis Park East Beach,2015-08-28,32,160,2015-08-28,Normal
Marie Curtis Park East Beach,2015-08-28,31,10,2015-08-28,Normal
Marie Curtis Park East Beach,2015-08-28,30,10,2015-08-28,Normal
Sunnyside Beach,2015-08-28,22,70,2015-08-28,Normal
Sunnyside Beach,2015-08-28,17,320,2015-08-28,Normal
Sunnyside Beach,2015-08-28,18,300,2015-08-28,Normal
Sunnyside Beach,2015-08-28,19,30,2015-08-28,Normal
Sunnyside Beach,2015-08-28,20,10,2015-08-28,Normal
Sunnyside Beach,2015-08-28,21,20,2015-08-28,Normal
Marie Curtis Park East Beach,2015-08-27,29,10,2015-08-27,Normal
Marie Curtis Park East Beach,2015-08-27,33,10,2015-08-27,Normal
Marie Curtis Park East Beach,2015-08-27,32,10,2015-08-27,Normal
Marie Curtis Park East Beach,2015-08-27,31,10,2015-08-27,Normal
Marie Curtis Park East Beach,2015-08-27,30,10,2015-08-27,Normal
Sunnyside Beach,2015-08-27,22,40,2015-08-27,Normal
Sunnyside Beach,2015-08-27,17,20,2015-08-27,Normal
Sunnyside Beach,2015-08-27,18,10,2015-08-27,Normal
Sunnyside Beach,2015-08-27,19,30,2015-08-27,Normal
Sunnyside Beach,2015-08-27,20,40,2015-08-27,Normal
Sunnyside Beach,2015-08-27,21,70,2015-08-27,Normal
Marie Curtis Park East Beach,2015-08-26,29,110,2015-08-26,Normal
Marie Curtis Park East Beach,2015-08-26,33,180,2015-08-26,Normal
Marie Curtis Park East Beach,2015-08-26,32,160,2015-08-26,Normal
Marie Curtis Park East Beach,2015-08-26,31,120,2015-08-26,Normal
Marie Curtis Park East Beach,2015-08-26,30,120,2015-08-26,Normal
Sunnyside Beach,2015-08-26,22,100,2015-08-26,Normal
Sunnyside Beach,2015-08-26,17,40,2015-08-26,Normal
Sunnyside Beach,2015-08-26,18,10,2015-08-26,Normal
Sunnyside Beach,2015-08-26,19,40,2015-08-26,Normal
Sunnyside Beach,2015-08-26,20,70,2015-08-26,Normal
Sunnyside Beach,2015-08-26,21,10,2015-08-26,Normal
Marie Curtis Park East Beach,2015-08-25,29,10,2015-08-25,Normal
Marie Curtis Park East Beach,2015-08-25,33,10,2015-08-25,Normal
Marie Curtis Park East Beach,2015-08-25,32,10,2015-08-25,Normal
Marie Curtis Park East Beach,2015-08-25,31,10,2015-08-25,Normal
Marie Curtis Park East Beach,2015-08-25,30,10,2015-08-25,Normal
Sunnyside Beach,2015-08-25,22,110,2015-08-25,Normal
Sunnyside Beach,2015-08-25,17,60,2015-08-25,Normal
Sunnyside Beach,2015-08-25,18,30,2015-08-25,Normal
Sunnyside Beach,2015-08-25,19,50,2015-08-25,Normal
Sunnyside Beach,2015-08-25,20,120,2015-08-25,Normal
Sunnyside Beach,2015-08-25,21,120,2015-08-25,Normal
Sunnyside Beach,2015-08-24,22,110,2015-08-24,Normal
Sunnyside Beach,2015-08-24,17,60,2015-08-24,Normal
Sunnyside Beach,2015-08-24,18,20,2015-08-24,Normal
Sunnyside Beach,2015-08-24,19,70,2015-08-24,Normal
Sunnyside Beach,2015-08-24,20,130,2015-08-24,Normal
Sunnyside Beach,2015-08-24,21,70,2015-08-24,Normal
Marie Curtis Park East Beach,2015-08-23,29,30,2015-08-23,Normal
Marie Curtis Park East Beach,2015-08-23,33,50,2015-08-23,Normal
Marie Curtis Park East Beach,2015-08-23,32,40,2015-08-23,Normal
Marie Curtis Park East Beach,2015-08-23,31,60,2015-08-23,Normal
Marie Curtis Park East Beach,2015-08-23,30,10,2015-08-23,Normal
Sunnyside Beach,2015-08-23,22,30,2015-08-23,Normal
Sunnyside Beach,2015-08-23,17,20,2015-08-23,Normal
Sunnyside Beach,2015-08-23,18,10,2015-08-23,Normal
Sunnyside Beach,2015-08-23,19,30,2015-08-23,Normal
Sunnyside Beach,2015-08-23,20,100,2015-08-23,Normal
Sunnyside Beach,2015-08-23,21,60,2015-08-23,Normal
Marie Curtis Park East Beach,2015-08-22,29,70,2015-08-22,Normal
Marie Curtis Park East Beach,2015-08-22,33,10,2015-08-22,Normal
Marie Curtis Park East Beach,2015-08-22,32,60,2015-08-22,Normal
Marie Curtis Park East Beach,2015-08-22,31,50,2015-08-22,Normal
Marie Curtis Park East Beach,2015-08-22,30,10,2015-08-22,Normal
Sunnyside Beach,2015-08-22,22,70,2015-08-22,Normal
Sunnyside Beach,2015-08-22,17,130,2015-08-22,Normal
Sunnyside Beach,2015-08-22,18,50,2015-08-22,Normal
Sunnyside Beach,2015-08-22,19,200,2015-08-22,Normal
Sunnyside Beach,2015-08-22,20,140,2015-08-22,Normal
Sunnyside Beach,2015-08-22,21,130,2015-08-22,Normal
Marie Curtis Park East Beach,2015-08-21,29,180,2015-08-21,Normal
Marie Curtis Park East Beach,2015-08-21,33,2000,2015-08-21,Normal
Marie Curtis Park East Beach,2015-08-21,32,50,2015-08-21,Normal
Sunnyside Beach,2015-08-21,22,140,2015-08-21,Normal
Sunnyside Beach,2015-08-21,17,120,2015-08-21,Normal
Sunnyside Beach,2015-08-21,18,200,2015-08-21,Normal
Sunnyside Beach,2015-08-21,19,80,2015-08-21,Normal
Sunnyside Beach,2015-08-21,20,190,2015-08-21,Normal
Sunnyside Beach,2015-08-21,21,180,2015-08-21,Normal
Marie Curtis Park East Beach,2015-08-20,29,110,2015-08-20,Normal
Marie Curtis Park East Beach,2015-08-20,33,1700,2015-08-20,Normal
Marie Curtis Park East Beach,2015-08-20,32,980,2015-08-20,Normal
Marie Curtis Park East Beach,2015-08-20,31,2000,2015-08-20,Normal
Marie Curtis Park East Beach,2015-08-20,30,1500,2015-08-20,Normal
Sunnyside Beach,2015-08-20,17,1600,2015-08-20,Normal
Sunnyside Beach,2015-08-20,18,590,2015-08-20,Normal
Sunnyside Beach,2015-08-20,19,1900,2015-08-20,Normal
Sunnyside Beach,2015-08-20,21,280,2015-08-20,Normal
Marie Curtis Park East Beach,2015-08-19,29,10,2015-08-19,Normal
Marie Curtis Park East Beach,2015-08-19,33,10,2015-08-19,Normal
Marie Curtis Park East Beach,2015-08-19,32,10,2015-08-19,Normal
Marie Curtis Park East Beach,2015-08-19,31,10,2015-08-19,Normal
Marie Curtis Park East Beach,2015-08-19,30,10,2015-08-19,Normal
Sunnyside Beach,2015-08-19,17,30,2015-08-19,Normal
Sunnyside Beach,2015-08-19,18,20,2015-08-19,Normal
Sunnyside Beach,2015-08-19,19,10,2015-08-19,Normal
Sunnyside Beach,2015-08-19,20,80,2015-08-19,Normal
Sunnyside Beach,2015-08-19,21,180,2015-08-19,Normal
Sunnyside Beach,2015-08-19,22,230,2015-08-19,Normal
Marie Curtis Park East Beach,2015-08-18,29,80,2015-08-18,Normal
Marie Curtis Park East Beach,2015-08-18,33,30,2015-08-18,Normal
Marie Curtis Park East Beach,2015-08-18,32,10,2015-08-18,Normal
Marie Curtis Park East Beach,2015-08-18,31,20,2015-08-18,Normal
Marie Curtis Park East Beach,2015-08-18,30,50,2015-08-18,Normal
Sunnyside Beach,2015-08-18,17,60,2015-08-18,Normal
Sunnyside Beach,2015-08-18,18,40,2015-08-18,Normal
Sunnyside Beach,2015-08-18,19,30,2015-08-18,Normal
Sunnyside Beach,2015-08-18,20,30,2015-08-18,Normal
Sunnyside Beach,2015-08-18,21,40,2015-08-18,Normal
Sunnyside Beach,2015-08-18,22,50,2015-08-18,Normal
Marie Curtis Park East Beach,2015-08-17,29,80,2015-08-17,Normal
Marie Curtis Park East Beach,2015-08-17,33,150,2015-08-17,Normal
Marie Curtis Park East Beach,2015-08-17,32,60,2015-08-17,Normal
Marie Curtis Park East Beach,2015-08-17,31,180,2015-08-17,Normal
Marie Curtis Park East Beach,2015-08-17,30,90,2015-08-17,Normal
Sunnyside Beach,2015-08-17,17,300,2015-08-17,Normal
Sunnyside Beach,2015-08-17,18,140,2015-08-17,Normal
Sunnyside Beach,2015-08-17,19,260,2015-08-17,Normal
Sunnyside Beach,2015-08-17,20,200,2015-08-17,Normal
Sunnyside Beach,2015-08-17,21,290,2015-08-17,Normal
Sunnyside Beach,2015-08-17,22,120,2015-08-17,Normal
Marie Curtis Park East Beach,2015-08-16,29,250,2015-08-16,Normal
Marie Curtis Park East Beach,2015-08-16,33,240,2015-08-16,Normal
Marie Curtis Park East Beach,2015-08-16,32,200,2015-08-16,Normal
Marie Curtis Park East Beach,2015-08-16,31,180,2015-08-16,Normal
Marie Curtis Park East Beach,2015-08-16,30,330,2015-08-16,Normal
Sunnyside Beach,2015-08-16,17,50,2015-08-16,Normal
Sunnyside Beach,2015-08-16,18,110,2015-08-16,Normal
Sunnyside Beach,2015-08-16,19,90,2015-08-16,Normal
Sunnyside Beach,2015-08-16,20,430,2015-08-16,Normal
Sunnyside Beach,2015-08-16,21,150,2015-08-16,Normal
Sunnyside Beach,2015-08-16,22,100,2015-08-16,Normal
Marie Curtis Park East Beach,2015-08-15,29,170,2015-08-15,Normal
Marie Curtis Park East Beach,2015-08-15,33,150,2015-08-15,Normal
Marie Curtis Park East Beach,2015-08-15,32,160,2015-08-15,Normal
Marie Curtis Park East Beach,2015-08-15,31,120,2015-08-15,Normal
Marie Curtis Park East Beach,2015-08-15,30,140,2015-08-15,Normal
Sunnyside Beach,2015-08-15,17,110,2015-08-15,Normal
Sunnyside Beach,2015-08-15,18,210,2015-08-15,Normal
Sunnyside Beach,2015-08-15,19,220,2015-08-15,Normal
Sunnyside Beach,2015-08-15,20,130,2015-08-15,Normal
Sunnyside Beach,2015-08-15,21,150,2015-08-15,Normal
Sunnyside Beach,2015-08-15,22,210,2015-08-15,Normal
Marie Curtis Park East Beach,2015-08-14,29,70,2015-08-14,Normal
Marie Curtis Park East Beach,2015-08-14,33,50,2015-08-14,Normal
Marie Curtis Park East Beach,2015-08-14,32,60,2015-08-14,Normal
Marie Curtis Park East Beach,2015-08-14,31,30,2015-08-14,Normal
Marie Curtis Park East Beach,2015-08-14,30,70,2015-08-14,Normal
Sunnyside Beach,2015-08-14,17,90,2015-08-14,Normal
Sunnyside Beach,2015-08-14,18,440,2015-08-14,Normal
Sunnyside Beach,2015-08-14,19,340,2015-08-14,Normal
Sunnyside Beach,2015-08-14,20,400,2015-08-14,Normal
Sunnyside Beach,2015-08-14,21,210,2015-08-14,Normal
Sunnyside Beach,2015-08-14,22,270,2015-08-14,Normal
Marie Curtis Park East Beach,2015-08-13,29,70,2015-08-13,Normal
Marie Curtis Park East Beach,2015-08-13,33,30,2015-08-13,Normal
Marie Curtis Park East Beach,2015-08-13,32,60,2015-08-13,Normal
Marie Curtis Park East Beach,2015-08-13,31,30,2015-08-13,Normal
Marie Curtis Park East Beach,2015-08-13,30,70,2015-08-13,Normal
Sunnyside Beach,2015-08-13,17,80,2015-08-13,Normal
Sunnyside Beach,2015-08-13,18,50,2015-08-13,Normal
Sunnyside Beach,2015-08-13,19,60,2015-08-13,Normal
Sunnyside Beach,2015-08-13,20,100,2015-08-13,Normal
Sunnyside Beach,2015-08-13,21,10,2015-08-13,Normal
Sunnyside Beach,2015-08-13,22,30,2015-08-13,Normal
Marie Curtis Park East Beach,2015-08-12,29,10,2015-08-12,Normal
Marie Curtis Park East Beach,2015-08-12,33,30,2015-08-12,Normal
Marie Curtis Park East Beach,2015-08-12,32,70,2015-08-12,Normal
Marie Curtis Park East Beach,2015-08-12,31,50,2015-08-12,Normal
Marie Curtis Park East Beach,2015-08-12,30,20,2015-08-12,Normal
Sunnyside Beach,2015-08-12,17,70,2015-08-12,Normal
Sunnyside Beach,2015-08-12,18,10,2015-08-12,Normal
Sunnyside Beach,2015-08-12,19,10,2015-08-12,Normal
Sunnyside Beach,2015-08-12,20,50,2015-08-12,Normal
Sunnyside Beach,2015-08-12,21,30,2015-08-12,Normal
Sunnyside Beach,2015-08-12,22,20,2015-08-12,Normal
Marie Curtis Park East Beach,2015-08-11,29,30,2015-08-11,Normal
Marie Curtis Park East Beach,2015-08-11,33,720,2015-08-11,Normal
Marie Curtis Park East Beach,2015-08-11,32,240,2015-08-11,Normal
Marie Curtis Park East Beach,2015-08-11,31,510,2015-08-11,Normal
Marie Curtis Park East Beach,2015-08-11,30,280,2015-08-11,Normal
Sunnyside Beach,2015-08-11,17,110,2015-08-11,Normal
Sunnyside Beach,2015-08-11,18,60,2015-08-11,Normal
Sunnyside Beach,2015-08-11,19,110,2015-08-11,Normal
Sunnyside Beach,2015-08-11,20,10,2015-08-11,Normal
Sunnyside Beach,2015-08-11,21,70,2015-08-11,Normal
Sunnyside Beach,2015-08-11,22,30,2015-08-11,Normal
Marie Curtis Park East Beach,2015-08-10,29,30,2015-08-10,Normal
Marie Curtis Park East Beach,2015-08-10,33,20,2015-08-10,Normal
Marie Curtis Park East Beach,2015-08-10,32,20,2015-08-10,Normal
Marie Curtis Park East Beach,2015-08-10,31,10,2015-08-10,Normal
Marie Curtis Park East Beach,2015-08-10,30,40,2015-08-10,Normal
Sunnyside Beach,2015-08-10,17,10,2015-08-10,Normal
Sunnyside Beach,2015-08-10,18,30,2015-08-10,Normal
Sunnyside Beach,2015-08-10,19,40,2015-08-10,Normal
Sunnyside Beach,2015-08-10,20,30,2015-08-10,Normal
Sunnyside Beach,2015-08-10,21,10,2015-08-10,Normal
Sunnyside Beach,2015-08-10,22,10,2015-08-10,Normal
Marie Curtis Park East Beach,2015-08-09,29,90,2015-08-09,Normal
Marie Curtis Park East Beach,2015-08-09,33,70,2015-08-09,Normal
Marie Curtis Park East Beach,2015-08-09,32,110,2015-08-09,Normal
Marie Curtis Park East Beach,2015-08-09,31,60,2015-08-09,Normal
Marie Curtis Park East Beach,2015-08-09,30,50,2015-08-09,Normal
Sunnyside Beach,2015-08-09,17,420,2015-08-09,Normal
Sunnyside Beach,2015-08-09,18,480,2015-08-09,Normal
Sunnyside Beach,2015-08-09,19,440,2015-08-09,Normal
Sunnyside Beach,2015-08-09,20,50,2015-08-09,Normal
Sunnyside Beach,2015-08-09,21,20,2015-08-09,Normal
Sunnyside Beach,2015-08-09,22,30,2015-08-09,Normal
Marie Curtis Park East Beach,2015-08-08,29,90,2015-08-08,Normal
Marie Curtis Park East Beach,2015-08-08,33,70,2015-08-08,Normal
Marie Curtis Park East Beach,2015-08-08,32,110,2015-08-08,Normal
Marie Curtis Park East Beach,2015-08-08,31,60,2015-08-08,Normal
Marie Curtis Park East Beach,2015-08-08,30,50,2015-08-08,Normal
Sunnyside Beach,2015-08-08,17,420,2015-08-08,Normal
Sunnyside Beach,2015-08-08,18,480,2015-08-08,Normal
Sunnyside Beach,2015-08-08,19,440,2015-08-08,Normal
Sunnyside Beach,2015-08-08,20,50,2015-08-08,Normal
Sunnyside Beach,2015-08-08,21,20,2015-08-08,Normal
Sunnyside Beach,2015-08-08,22,30,2015-08-08,Normal
Marie Curtis Park East Beach,2015-08-07,29,30,2015-08-07,Normal
Marie Curtis Park East Beach,2015-08-07,33,10,2015-08-07,Normal
Marie Curtis Park East Beach,2015-08-07,32,10,2015-08-07,Normal
Marie Curtis Park East Beach,2015-08-07,31,30,2015-08-07,Normal
Marie Curtis Park East Beach,2015-08-07,30,10,2015-08-07,Normal
Sunnyside Beach,2015-08-07,23,10,2015-08-07,Normal
Sunnyside Beach,2015-08-07,17,30,2015-08-07,Normal
Sunnyside Beach,2015-08-07,18,10,2015-08-07,Normal
Sunnyside Beach,2015-08-07,19,10,2015-08-07,Normal
Sunnyside Beach,2015-08-07,20,10,2015-08-07,Normal
Sunnyside Beach,2015-08-07,21,10,2015-08-07,Normal
Sunnyside Beach,2015-08-07,22,20,2015-08-07,Normal
Marie Curtis Park East Beach,2015-08-06,29,10,2015-08-06,Normal
Marie Curtis Park East Beach,2015-08-06,33,10,2015-08-06,Normal
Marie Curtis Park East Beach,2015-08-06,32,10,2015-08-06,Normal
Marie Curtis Park East Beach,2015-08-06,31,10,2015-08-06,Normal
Marie Curtis Park East Beach,2015-08-06,30,10,2015-08-06,Normal
Sunnyside Beach,2015-08-06,17,10,2015-08-06,Normal
Sunnyside Beach,2015-08-06,18,20,2015-08-06,Normal
Sunnyside Beach,2015-08-06,19,10,2015-08-06,Normal
Sunnyside Beach,2015-08-06,20,10,2015-08-06,Normal
Sunnyside Beach,2015-08-06,21,10,2015-08-06,Normal
Sunnyside Beach,2015-08-06,22,10,2015-08-06,Normal
Marie Curtis Park East Beach,2015-08-05,29,270,2015-08-05,Normal
Marie Curtis Park East Beach,2015-08-05,33,730,2015-08-05,Normal
Marie Curtis Park East Beach,2015-08-05,32,10,2015-08-05,Normal
Marie Curtis Park East Beach,2015-08-05,31,180,2015-08-05,Normal
Marie Curtis Park East Beach,2015-08-05,30,10,2015-08-05,Normal
Sunnyside Beach,2015-08-05,17,20,2015-08-05,Normal
Sunnyside Beach,2015-08-05,18,10,2015-08-05,Normal
Sunnyside Beach,2015-08-05,19,60,2015-08-05,Normal
Sunnyside Beach,2015-08-05,20,50,2015-08-05,Normal
Sunnyside Beach,2015-08-05,21,20,2015-08-05,Normal
Marie Curtis Park East Beach,2015-08-04,29,60,2015-08-04,Normal
Marie Curtis Park East Beach,2015-08-04,33,100,2015-08-04,Normal
Marie Curtis Park East Beach,2015-08-04,32,80,2015-08-04,Normal
Marie Curtis Park East Beach,2015-08-04,31,60,2015-08-04,Normal
